Unnamed: 0,mjd,mag,magerr
119,54030.30912,20.134,0.021
120,54035.381563,19.06,0.034
121,54035.382397,18.245,0.019
122,54035.38323,100.006,99.999
123,54035.384063,17.849,0.033
124,54035.384897,20.451,0.041
125,54037.286989,18.773,0.017
126,54037.287822,18.244,0.019
127,54037.288656,25.109,2.629
128,54037.289489,17.873,0.02
129,54037.290322,20.194,0.021
130,54040.301445,18.859,0.015
131,54040.302278,18.314,0.018
132,54040.303111,99.994,99.999
133,54040.303945,17.892,0.023
134,54040.304778,20.318,0.039
135,54047.332267,18.977,0.058
136,54047.3331,18.302,0.032
137,54047.333934,-99.0,99.999
138,54047.334767,17.824,0.037
139,54047.3356,20.795,0.184
140,54049.327901,18.856,0.018
141,54049.328734,18.265,0.02
142,54049.329568,99.978,99.999
143,54049.330401,17.848,0.033
144,54049.331234,20.533,0.062
145,54053.292384,18.849,0.018
146,54053.293217,18.238,0.015
147,54053.29405,99.989,99.999
148,54053.294884,17.86,0.023
149,54053.295717,20.231,0.021
150,54056.293917,18.88,0.027
151,54056.29475,18.215,0.018
152,54056.295584,99.999,99.999
153,54056.296417,17.859,0.029
154,54056.29725,20.205,0.023
155,54059.288219,19.378,0.042
156,54059.289052,18.439,0.02
157,54059.289886,99.993,99.999
158,54059.290719,18.051,0.032
159,54059.291552,20.596,0.043
160,54061.299311,19.412,0.039
161,54061.300145,18.416,0.019
162,54061.300978,99.999,99.999
163,54061.301811,18.233,0.044
164,54061.302645,20.569,0.044
165,54062.293071,18.907,0.025
166,54062.293905,18.298,0.012
167,54062.294738,99.998,99.999
168,54062.295571,17.974,0.025
169,54062.296405,20.2,0.032
170,54068.273699,18.975,0.02
171,54068.274532,18.257,0.015
172,54068.275366,99.978,99.999
173,54068.276199,17.902,0.029
174,54068.277032,20.347,0.054
175,54357.331492,18.894,0.018
176,54357.332325,18.325,0.019
177,54357.333159,-99.0,99.999
178,54357.333992,17.922,0.022
179,54357.334825,20.24,0.028
180,54359.323008,18.833,0.022
181,54359.323842,18.269,0.017
182,54359.324675,99.97,99.999
183,54359.325508,-99.0,0.051
184,54359.326342,20.072,0.062
185,54359.363232,18.911,0.021
186,54359.364066,18.37,0.015
187,54359.364899,100.008,99.999
188,54359.365732,18.166,0.031
189,54359.366566,20.113,0.042
190,54362.381187,18.815,0.023
191,54362.38202,18.248,0.019
192,54362.382853,22.979,0.477
193,54362.383687,17.976,0.024
194,54362.38452,20.261,0.024
195,54376.376275,18.835,0.019
196,54376.377108,18.208,0.017
197,54376.377942,99.996,99.999
198,54376.378775,17.873,0.021
199,54376.379608,20.255,0.027
200,54382.361533,19.053,0.024
201,54382.362367,18.28,0.018
202,54382.3632,99.969,99.999
203,54382.364033,17.911,0.027
204,54382.364867,20.2,0.03
205,54385.379241,18.819,0.018
206,54385.380074,18.239,0.013
207,54385.380907,99.984,99.999
208,54385.381741,17.911,0.018
209,54385.382574,20.139,0.02
210,54387.379747,20.235,0.062
211,54387.380581,18.554,0.063
212,54387.381414,99.975,99.999
213,54387.382247,17.989,0.038
214,54387.383081,20.383,0.037
215,54390.372094,-99.0,0.097
216,54390.372928,18.457,0.019
217,54390.373761,100.015,99.999
218,54390.374594,-99.0,0.053
219,54390.375428,-99.0,0.108
220,54391.380544,20.429,0.067
221,54391.381377,18.7,0.023
222,54391.38221,99.976,99.999
223,54391.383044,18.643,0.067
224,54391.383877,20.53,0.041
225,54402.372881,19.077,0.022
226,54402.373714,18.298,0.024
227,54402.374548,-99.0,99.999
228,54402.375381,18.06,0.033
229,54402.376214,20.287,0.064
230,54404.34959,18.808,0.018
231,54404.350423,18.227,0.02
232,54404.351256,100.026,99.999
233,54404.35209,17.911,0.03
234,54404.352923,20.07,0.043
235,54405.347521,18.844,0.018
236,54405.348354,18.25,0.014
237,54405.349187,23.48,1.505
238,54405.350021,17.924,0.021
239,54405.350854,-99.0,0.028
240,54412.311463,18.828,0.029
241,54412.312296,18.197,0.031
242,54412.31313,22.64,0.652
243,54412.313963,17.921,0.024
244,54412.314796,20.155,0.023
