Unnamed: 0,mjd,mag,magerr
263,54068.285939,19.7,0.117
264,54068.286772,20.071,0.043
265,54357.341177,19.911,0.019
266,54357.342011,19.563,0.02
267,54357.342844,20.105,0.05
268,54357.343677,19.588,0.072
269,54357.344511,19.922,0.016
270,54359.372947,19.831,0.035
271,54359.373781,19.511,0.03
272,54359.374614,-99.0,0.079
273,54359.375447,19.637,0.148
274,54359.376281,20.265,0.076
275,54362.390977,19.881,0.019
276,54362.391811,19.546,0.022
277,54362.392644,20.047,0.046
278,54362.393477,19.713,0.082
279,54362.394311,19.9,0.018
280,54376.386064,19.879,0.02
281,54376.386897,19.583,0.021
282,54376.387731,20.078,0.054
283,54376.388564,19.63,0.077
284,54376.389397,19.862,0.026
285,54382.371217,19.904,0.026
286,54382.37205,19.584,0.03
287,54382.372883,19.983,0.064
288,54382.373717,-99.0,0.131
289,54382.37455,19.921,0.028
290,54385.389027,19.889,0.026
291,54385.389861,19.54,0.023
292,54385.390694,20.061,0.049
293,54385.391527,19.715,0.079
294,54385.392361,19.94,0.023
295,54390.381963,19.891,0.028
296,54390.382796,19.658,0.03
297,54390.383629,20.108,0.068
298,54390.384463,19.543,0.111
299,54390.385296,19.974,0.027
300,54391.390307,19.917,0.068
301,54391.39114,19.596,0.041
302,54391.391973,20.245,0.101
303,54391.392807,-99.0,0.136
304,54391.39364,19.902,0.033
305,54402.38271,19.912,0.043
306,54402.383543,19.541,0.034
307,54402.384377,-99.0,0.119
308,54402.38521,19.587,0.107
309,54402.386043,19.975,0.071
