Unnamed: 0,mjd,mag,magerr
66,52962.142719,20.156,0.033
67,52962.143553,21.127,0.119
68,52962.144386,19.904,0.098
69,52962.145219,20.341,0.023
70,53270.280438,20.078,0.024
71,53270.281271,20.023,0.023
72,53270.282105,20.991,0.087
73,53270.282938,19.907,0.067
74,53270.283771,20.218,0.023
75,53272.330369,20.101,0.028
76,53272.331202,20.035,0.03
77,53272.332036,20.942,0.124
78,53272.332869,20.017,0.098
79,53272.333702,20.264,0.031
80,53286.299087,20.159,0.033
81,53286.29992,20.092,0.036
82,53286.300754,21.099,0.148
83,53286.301587,19.914,0.113
84,53286.30242,20.278,0.027
85,53288.257578,20.1,0.025
86,53288.258411,20.054,0.03
87,53288.259245,20.995,0.118
88,53288.260078,20.083,0.112
89,53288.260911,20.257,0.024
90,53294.305253,20.052,0.028
91,53294.306086,19.981,0.031
92,53294.30692,20.948,0.123
93,53294.307753,19.729,0.088
94,53294.308586,20.204,0.023
95,53302.253247,20.079,0.04
96,53302.25408,20.016,0.038
97,53302.254914,21.157,0.251
98,53302.255747,19.967,0.113
99,53302.25658,20.213,0.051
100,53312.208781,20.098,0.031
101,53312.209614,20.05,0.041
102,53312.210447,20.868,0.125
103,53312.211281,19.638,0.098
104,53312.212114,20.198,0.03
105,53314.209975,20.151,0.028
106,53314.210808,19.996,0.031
107,53314.211642,20.863,0.099
108,53314.212475,19.959,0.103
109,53314.213308,20.246,0.021
110,53616.314338,-99.0,0.06
111,53616.315171,-99.0,0.192
112,53616.316005,21.236,1.098
113,53616.316838,-99.0,0.345
114,53616.317671,20.258,0.028
115,53623.30455,20.079,0.039
116,53623.305383,20.077,0.032
117,53623.306217,21.075,0.137
118,53623.30705,19.883,0.11
119,53623.307883,-99.0,0.032
120,53626.290763,20.156,0.03
121,53626.291596,20.082,0.035
122,53626.29243,20.92,0.122
123,53626.293263,20.127,0.118
124,53626.294096,20.315,0.028
125,53628.275628,20.152,0.043
126,53628.276461,20.104,0.044
127,53628.277295,21.244,0.315
128,53628.278128,20.096,0.13
129,53628.278961,20.385,0.057
130,53637.277244,20.147,0.042
131,53637.278077,20.173,0.051
132,53637.278911,20.921,0.204
133,53637.279744,20.544,0.289
134,53637.280577,20.332,0.047
135,53639.32262,20.05,0.025
136,53639.323453,19.989,0.028
137,53639.324287,20.904,0.118
138,53639.32512,20.007,0.1
139,53639.325953,20.257,0.026
140,53654.304313,20.096,0.025
141,53654.305146,20.102,0.032
142,53654.30598,20.995,0.121
143,53654.306813,19.895,0.1
144,53654.307646,20.311,0.022
145,53663.265217,20.114,0.031
146,53663.26605,20.122,0.033
147,53663.266884,20.953,0.179
148,53663.267717,20.157,0.099
149,53663.26855,20.382,0.044
150,53666.33532,20.138,0.039
151,53666.336153,20.023,0.039
152,53666.336987,21.176,0.291
153,53666.33782,19.866,0.116
154,53666.338653,20.282,0.042
155,53668.254817,20.155,0.038
156,53668.25565,20.073,0.052
157,53668.256484,20.992,0.185
158,53668.257317,20.093,0.193
159,53668.25815,20.364,0.03
160,53670.25967,20.169,0.027
161,53670.260503,20.153,0.034
162,53670.261337,20.964,0.115
163,53670.26217,20.209,0.132
164,53670.263003,20.323,0.024
165,53673.227654,20.134,0.024
166,53673.228487,20.158,0.03
167,53673.229321,21.034,0.114
168,53673.230154,20.065,0.103
169,53673.230987,20.352,0.022
170,53675.224542,20.099,0.028
171,53675.225375,20.129,0.034
172,53675.226209,21.029,0.114
173,53675.227042,20.215,0.147
174,53675.227875,-99.0,0.027
175,53677.245574,20.143,0.023
176,53677.246407,20.136,0.027
177,53677.247241,21.055,0.104
178,53677.248074,20.016,0.084
179,53677.248907,20.346,0.021
180,53680.232239,20.169,0.026
181,53680.233072,20.103,0.031
182,53680.233906,20.897,0.107
183,53680.234739,19.932,0.086
184,53680.235572,20.321,0.023
185,53693.234137,20.196,0.039
186,53693.23497,20.134,0.035
187,53693.235804,21.418,0.376
188,53693.236637,20.274,0.14
189,53693.23747,20.369,0.047
190,53698.231528,-99.0,0.052
191,53698.232361,20.028,0.036
192,53698.233195,20.958,0.211
193,53698.234028,19.811,0.108
194,53698.234861,20.337,0.026
195,53704.217461,20.229,0.03
196,53704.218294,20.084,0.033
197,53704.219128,21.111,0.144
198,53704.219961,20.284,0.159
199,53704.220794,20.366,0.025
200,53974.310134,20.199,0.023
201,53974.310967,20.143,0.027
202,53974.3118,21.027,0.095
203,53974.312634,20.219,0.098
204,53974.313467,20.378,0.022
205,53989.313503,20.231,0.046
206,53989.314336,20.134,0.045
207,53989.31517,20.829,0.194
208,53989.316003,20.038,0.105
209,53989.316836,20.314,0.053
210,53997.409158,20.216,0.028
211,53997.409992,20.132,0.032
212,53997.410825,21.11,0.132
213,53997.411658,20.142,0.105
214,53997.412492,20.396,0.026
215,54000.288927,20.202,0.034
216,54000.28976,20.183,0.035
217,54000.290594,20.98,0.107
218,54000.291427,19.948,0.106
219,54000.29226,20.376,0.025
220,54006.235716,20.218,0.037
221,54006.236549,20.183,0.042
222,54006.237383,20.948,0.173
223,54006.238216,20.247,0.179
224,54006.239049,-99.0,0.038
225,54007.339121,20.219,0.026
226,54007.339954,20.117,0.029
227,54007.340788,21.144,0.12
228,54007.341621,19.983,0.087
229,54007.342454,20.389,0.024
230,54009.262855,20.227,0.027
231,54009.263688,20.129,0.029
232,54009.264521,21.121,0.121
233,54009.265355,19.83,0.079
234,54009.266188,20.416,0.027
235,54011.327341,20.241,0.03
236,54011.328174,20.217,0.032
237,54011.329007,21.175,0.155
238,54011.329841,20.157,0.101
239,54011.330674,20.335,0.038
240,54019.277575,20.128,0.028
241,54019.278408,20.263,0.047
242,54019.279242,21.187,0.19
243,54019.280075,20.089,0.092
244,54019.280908,20.39,0.036
245,54025.326354,20.281,0.032
246,54025.327187,20.155,0.039
247,54025.328021,21.216,0.162
248,54025.328854,19.985,0.129
249,54025.329687,20.382,0.031
250,54029.256734,20.23,0.056
251,54029.257567,20.318,0.071
252,54029.2584,21.098,0.148
253,54029.259234,19.732,0.111
254,54029.260067,20.49,0.035
255,54348.324086,20.285,0.029
256,54348.324919,20.191,0.037
257,54348.325752,20.871,0.108
258,54348.326586,20.366,0.14
259,54348.327419,20.399,0.026
260,54358.279931,20.249,0.037
261,54358.280765,20.161,0.045
262,54358.281598,20.957,0.189
263,54358.282431,-99.0,0.259
264,54358.283265,-99.0,0.036
265,54359.273949,20.213,0.056
266,54359.274783,20.257,0.085
267,54359.275616,21.263,0.315
268,54359.276449,20.139,0.31
269,54359.277283,20.423,0.05
270,54365.312984,20.156,0.028
271,54365.313817,20.167,0.031
272,54365.31465,20.94,0.096
273,54365.315484,20.1,0.09
274,54365.316317,20.374,0.029
275,54381.332557,20.191,0.025
276,54381.33339,20.234,0.032
277,54381.334223,20.822,0.094
278,54381.335057,19.957,0.114
279,54381.33589,20.369,0.024
280,54386.3249,20.25,0.032
281,54386.325733,20.315,0.039
282,54386.326566,21.2,0.132
283,54386.3274,20.003,0.1
284,54386.328233,20.405,0.031
285,54388.329127,20.216,0.024
286,54388.329961,20.123,0.029
287,54388.330794,20.769,0.093
288,54388.331627,20.125,0.103
289,54388.332461,20.41,0.027
290,54403.242919,20.152,0.05
291,54403.243752,20.173,0.055
292,54403.244586,20.931,0.207
293,54403.245419,20.28,0.164
294,54403.246252,20.399,0.045
295,54404.300463,20.206,0.029
296,54404.301296,20.259,0.034
297,54404.30213,20.963,0.164
298,54404.302963,20.052,0.099
299,54404.303796,20.395,0.038
300,54405.298446,20.212,0.029
301,54405.29928,20.131,0.033
302,54405.300113,21.056,0.156
303,54405.300946,19.958,0.092
304,54405.30178,20.376,0.033
305,54406.236758,20.206,0.023
306,54406.237592,20.203,0.027
307,54406.238425,21.0,0.086
308,54406.239258,19.899,0.073
309,54406.240092,20.387,0.024
310,54412.239664,20.218,0.038
311,54412.240498,20.188,0.045
312,54412.241331,21.42,0.243
313,54412.242164,20.243,0.194
314,54412.242998,20.417,0.03
