Unnamed: 0,mjd,mag,magerr
131,53637.282001,19.711,0.039
132,53637.282835,22.847,1.085
133,53637.283668,19.494,0.126
134,53637.284501,20.2,0.038
135,53639.326545,19.983,0.022
136,53639.327378,19.798,0.025
137,53639.328212,21.538,0.178
138,53639.329045,19.329,0.063
139,53639.329878,20.337,0.023
140,53654.308238,19.946,0.022
141,53654.309071,19.758,0.025
142,53654.309905,22.262,0.316
143,53654.310738,19.488,0.083
144,53654.311571,20.318,0.021
145,53663.269142,19.944,0.026
146,53663.269975,19.788,0.025
147,53663.270809,22.23,0.488
148,53663.271642,19.457,0.065
149,53663.272475,20.284,0.036
150,53666.339242,19.984,0.03
151,53666.340075,19.75,0.03
152,53666.340909,22.335,0.716
153,53666.341742,19.438,0.089
154,53666.342575,20.391,0.041
155,53668.258741,19.958,0.03
156,53668.259574,19.79,0.04
157,53668.260408,21.948,0.358
158,53668.261241,19.431,0.129
159,53668.262074,20.302,0.031
160,53670.263594,19.967,0.023
161,53670.264427,19.8,0.027
162,53670.265261,21.618,0.176
163,53670.266094,19.485,0.087
164,53670.266927,20.309,0.022
165,53673.231579,19.945,0.021
166,53673.232412,19.764,0.024
167,53673.233246,21.944,0.206
168,53673.234079,19.652,0.085
169,53673.234912,20.327,0.02
170,53675.228466,19.937,0.024
171,53675.229299,19.82,0.028
172,53675.230133,21.728,0.196
173,53675.230966,19.483,0.093
174,53675.231799,20.345,0.022
175,53677.249498,19.951,0.02
176,53677.250331,19.76,0.022
177,53677.251165,21.969,0.207
178,53677.251998,19.451,0.065
179,53677.252831,20.306,0.02
180,53680.236164,19.964,0.022
181,53680.236997,19.787,0.025
182,53680.237831,22.01,0.247
183,53680.238664,19.58,0.082
184,53680.239497,20.341,0.021
185,53693.23806,19.923,0.031
186,53693.238893,19.74,0.03
187,53693.239727,21.25,0.273
188,53693.24056,19.5,0.083
189,53693.241393,20.319,0.043
190,53698.235452,19.913,0.024
191,53698.236285,19.769,0.027
192,53698.237119,21.563,0.19
193,53698.237952,19.479,0.084
194,53698.238785,20.308,0.022
195,53704.221385,19.915,0.023
196,53704.222218,19.744,0.028
197,53704.223052,21.932,0.272
198,53704.223885,19.613,0.112
199,53704.224718,20.293,0.024
200,53974.314047,20.037,0.019
201,53974.314881,19.827,0.022
202,53974.315714,21.839,0.171
203,53974.316547,19.511,0.067
204,53974.317381,20.387,0.018
205,53989.317431,19.977,0.036
206,53989.318265,19.877,0.035
207,53989.319098,22.188,0.654
208,53989.319931,19.525,0.076
209,53989.320765,20.356,0.052
210,53997.413117,-99.0,0.034
211,53997.41395,19.793,0.032
212,53997.414783,21.333,0.164
213,53997.415617,-99.0,0.082
214,53997.41645,-99.0,0.026
215,54000.292881,20.034,0.025
216,54000.293714,19.936,0.033
217,54000.294548,21.749,0.209
218,54000.295381,19.705,0.118
219,54000.296214,20.391,0.025
220,54006.240026,-99.0,0.046
221,54006.240859,-99.0,0.148
222,54006.241692,-99.0,0.678
223,54006.242526,-99.0,0.114
224,54006.243359,-99.0,0.025
225,54007.343003,20.02,0.025
226,54007.343836,19.83,0.026
227,54007.34467,22.331,0.306
228,54007.345503,19.718,0.093
229,54007.346336,20.397,0.021
230,54009.266798,20.035,0.023
231,54009.267631,19.853,0.028
232,54009.268464,21.939,0.271
233,54009.269298,19.667,0.092
234,54009.270131,20.387,0.029
235,54011.331383,20.049,0.03
236,54011.332216,19.842,0.029
237,54011.33305,22.25,0.353
238,54011.333883,19.569,0.073
239,54011.334716,20.393,0.034
240,54019.281519,19.974,0.025
241,54019.282352,19.866,0.027
242,54019.283186,21.8,0.289
243,54019.284019,19.662,0.092
244,54019.284852,20.326,0.034
245,54025.330334,19.993,0.03
246,54025.331167,19.855,0.039
247,54025.332001,21.803,0.269
248,54025.332834,19.5,0.096
249,54025.333667,20.383,0.034
250,54029.260628,20.032,0.033
251,54029.261462,19.754,0.036
252,54029.262295,22.374,0.464
253,54029.263128,19.657,0.123
254,54029.263962,20.355,0.035
255,54348.328023,19.772,0.021
256,54348.328856,19.612,0.025
257,54348.329689,21.53,0.169
258,54348.330523,19.416,0.068
259,54348.331356,20.122,0.019
260,54358.283889,19.765,0.029
261,54358.284723,19.616,0.036
262,54358.285556,21.338,0.2
263,54358.286389,19.445,0.096
264,54358.287223,20.097,0.032
265,54365.316911,19.749,0.021
266,54365.317744,19.71,0.035
267,54365.318577,21.487,0.139
268,54365.319411,19.465,0.07
269,54365.320244,20.155,0.024
270,54381.336498,19.782,0.026
271,54381.337332,19.645,0.031
272,54381.338165,21.642,0.171
273,54381.338998,19.507,0.074
274,54381.339832,20.13,0.021
275,54386.328793,19.864,0.034
276,54386.329626,19.674,0.031
277,54386.330459,21.455,0.162
278,54386.331293,19.463,0.073
279,54386.332126,20.203,0.02
280,54388.333054,19.765,0.023
281,54388.333888,19.655,0.021
282,54388.334721,22.141,0.273
283,54388.335554,19.319,0.064
284,54388.336388,20.176,0.023
285,54403.246855,19.802,0.035
286,54403.247688,19.699,0.042
287,54403.248521,-99.0,0.664
288,54403.249355,-99.0,0.157
289,54403.250188,20.147,0.066
290,54404.304473,19.787,0.027
291,54404.305306,19.643,0.024
292,54404.306139,21.278,0.197
293,54404.306973,19.34,0.061
294,54404.307806,20.227,0.029
295,54405.302406,19.836,0.02
296,54405.30324,19.726,0.027
297,54405.304073,22.256,0.376
298,54405.304906,19.498,0.072
299,54405.30574,20.235,0.026
300,54406.240664,19.833,0.019
301,54406.241497,19.655,0.021
302,54406.242331,21.951,0.201
303,54406.243164,19.379,0.061
304,54406.243997,20.242,0.022
305,54412.24359,19.827,0.027
306,54412.244423,19.686,0.029
307,54412.245256,21.629,0.241
308,54412.24609,19.404,0.081
309,54412.246923,20.23,0.024
