Unnamed: 0,mjd,mag,magerr
95,52585.218183,18.437,0.009
96,52585.219016,17.968,0.009
97,52585.21985,20.211,0.057
98,52585.220683,17.612,0.021
99,52585.221516,19.127,0.011
100,52908.345638,18.45,0.008
101,52908.346471,18.011,0.008
102,52908.347305,20.067,0.042
103,52908.348138,17.659,0.016
104,52908.348971,19.202,0.011
105,52910.355062,18.401,0.009
106,52910.355895,17.969,0.008
107,52910.356729,-99.0,0.053
108,52910.357562,17.608,0.015
109,52910.358395,19.137,0.01
110,52912.325077,18.443,0.008
111,52912.32591,17.997,0.008
112,52912.326744,20.077,0.047
113,52912.327577,17.675,0.017
114,52912.32841,19.157,0.012
115,52934.277541,18.462,0.009
116,52934.278374,18.033,0.009
117,52934.279208,20.067,0.048
118,52934.280041,17.593,0.019
119,52934.280874,19.207,0.012
120,52935.28223,18.434,0.009
121,52935.283063,17.988,0.008
122,52935.283897,-99.0,0.057
123,52935.28473,17.641,0.018
124,52935.285563,19.131,0.011
125,52936.273468,18.446,0.009
126,52936.274301,17.995,0.008
127,52936.275135,20.05,0.041
128,52936.275968,17.65,0.017
129,52936.276801,19.155,0.011
130,52963.205305,18.424,0.008
131,52963.206138,17.987,0.008
132,52963.206972,20.098,0.047
133,52963.207805,17.632,0.015
134,52963.208638,19.121,0.01
135,53270.337757,-99.0,0.05
136,53270.338591,-99.0,0.023
137,53270.339424,-99.0,0.461
138,53270.340257,-99.0,0.305
139,53270.341091,-99.0,0.124
140,53272.38747,18.523,0.009
141,53272.388303,18.057,0.009
142,53272.389137,20.207,0.058
143,53272.38997,17.682,0.02
144,53272.390803,19.25,0.014
145,53286.356188,18.521,0.009
146,53286.357021,18.104,0.008
147,53286.357855,20.142,0.058
148,53286.358688,17.69,0.017
149,53286.359521,19.261,0.013
150,53288.314679,18.53,0.009
151,53288.315512,18.043,0.009
152,53288.316346,20.239,0.049
153,53288.317179,17.654,0.017
154,53288.318012,19.291,0.012
155,53294.362355,18.547,0.01
156,53294.363188,18.061,0.011
157,53294.364022,20.286,0.065
158,53294.364855,17.629,0.019
159,53294.365688,19.241,0.014
160,53296.309364,18.5,0.069
161,53296.310197,18.063,0.027
162,53296.31103,20.131,0.055
163,53296.311864,17.624,0.023
164,53296.312697,19.296,0.021
165,53298.359132,18.511,0.01
166,53298.359965,18.045,0.011
167,53298.360799,20.119,0.056
168,53298.361632,17.628,0.02
169,53298.362465,19.261,0.013
170,53302.310348,18.522,0.011
171,53302.311181,18.037,0.01
172,53302.312015,20.131,0.09
173,53302.312848,17.684,0.019
174,53302.313681,19.287,0.022
175,53312.265885,18.523,0.028
176,53312.266718,18.052,0.016
177,53312.267551,20.119,0.083
178,53312.268385,17.69,0.023
179,53312.269218,19.248,0.02
180,53314.267079,18.522,0.009
181,53314.267912,18.044,0.009
182,53314.268746,20.233,0.052
183,53314.269579,17.717,0.019
184,53314.270412,19.248,0.013
185,53319.254875,18.508,0.01
186,53319.255708,18.03,0.01
187,53319.256542,20.223,0.061
188,53319.257375,17.67,0.022
189,53319.258208,19.281,0.015
190,53351.127607,18.53,0.009
191,53351.12844,18.013,0.008
192,53351.129274,-99.0,0.063
193,53351.130107,17.687,0.018
194,53351.13094,19.222,0.011
195,53352.176371,18.491,0.009
196,53352.177204,18.044,0.008
197,53352.178038,20.338,0.067
198,53352.178871,17.689,0.018
199,53352.179704,19.211,0.011
200,53616.371436,18.541,0.01
201,53616.372269,18.07,0.01
202,53616.373103,20.174,0.063
203,53616.373936,17.656,0.019
204,53616.374769,19.302,0.014
205,53622.384664,18.49,0.01
206,53622.385497,18.043,0.009
207,53622.386331,-99.0,0.083
208,53622.387164,17.704,0.02
209,53622.387997,19.217,0.013
210,53626.347862,18.593,0.013
211,53626.348695,18.01,0.009
212,53626.349529,20.181,0.057
213,53626.350362,-99.0,0.018
214,53626.351195,19.252,0.015
215,53628.332727,18.56,0.011
216,53628.33356,18.089,0.01
217,53628.334394,20.172,0.092
218,53628.335227,17.711,0.019
219,53628.33606,19.328,0.023
220,53634.334135,18.473,0.02
221,53634.334968,-99.0,0.013
222,53634.335802,20.2,0.203
223,53634.336635,-99.0,0.023
224,53634.337468,19.28,0.042
225,53637.334345,18.545,0.011
226,53637.335178,18.056,0.01
227,53637.336012,20.164,0.08
228,53637.336845,17.69,0.02
229,53637.337678,19.317,0.017
230,53638.375472,18.533,0.009
231,53638.376305,18.048,0.008
232,53638.377139,20.23,0.072
233,53638.377972,17.687,0.018
234,53638.378805,19.239,0.013
235,53639.379722,18.548,0.009
236,53639.380555,18.075,0.008
237,53639.381389,20.173,0.053
238,53639.382222,17.689,0.016
239,53639.383055,19.291,0.013
240,53640.339506,18.529,0.009
241,53640.340339,18.046,0.008
242,53640.341173,20.269,0.077
243,53640.342006,17.682,0.017
244,53640.342839,19.233,0.013
245,53641.378888,18.545,0.009
246,53641.379721,18.072,0.008
247,53641.380555,20.286,0.053
248,53641.381388,17.7,0.016
249,53641.382221,19.338,0.013
250,53655.31168,18.489,0.01
251,53655.312513,18.074,0.009
252,53655.313347,20.119,0.069
253,53655.31418,17.72,0.022
254,53655.315013,19.215,0.012
255,53657.337771,18.562,0.019
256,53657.338604,18.087,0.015
257,53657.339438,20.191,0.172
258,53657.340271,17.691,0.027
259,53657.341104,19.261,0.041
260,53663.322319,18.559,0.011
261,53663.323152,18.083,0.01
262,53663.323986,20.078,0.096
263,53663.324819,17.672,0.017
264,53663.325652,19.339,0.021
265,53664.336635,18.526,0.016
266,53664.337468,18.03,0.011
267,53664.338302,20.124,0.127
268,53664.339135,17.691,0.025
269,53664.339968,19.224,0.027
270,53665.30029,-99.0,0.049
271,53665.301123,-99.0,0.07
272,53665.301957,-99.0,1.11
273,53665.30279,-99.0,0.18
274,53665.303623,-99.0,0.525
275,53666.392414,18.541,0.01
276,53666.393247,18.08,0.009
277,53666.394081,20.262,0.107
278,53666.394914,17.714,0.019
279,53666.395747,19.3,0.02
280,53668.31192,18.544,0.01
281,53668.312753,18.072,0.009
282,53668.313587,20.217,0.076
283,53668.31442,17.687,0.021
284,53668.315253,19.267,0.016
285,53669.29588,18.517,0.009
286,53669.296713,18.049,0.008
287,53669.297547,20.23,0.056
288,53669.29838,17.686,0.017
289,53669.299213,19.233,0.011
290,53670.316772,18.563,0.009
291,53670.317605,18.08,0.009
292,53670.318439,20.186,0.054
293,53670.319272,17.704,0.019
294,53670.320105,19.264,0.013
295,53671.380641,18.49,0.01
296,53671.381474,18.064,0.009
297,53671.382308,20.062,0.083
298,53671.383141,17.734,0.02
299,53671.383974,19.254,0.014
300,53673.284758,18.545,0.009
301,53673.285591,18.088,0.009
302,53673.286425,20.214,0.076
303,53673.287258,17.683,0.016
304,53673.288091,19.243,0.012
305,53674.280116,18.5,0.011
306,53674.280949,18.024,0.01
307,53674.281783,20.32,0.092
308,53674.282616,17.691,0.023
309,53674.283449,19.238,0.013
310,53675.281646,18.528,0.009
311,53675.282479,18.084,0.009
312,53675.283313,20.146,0.045
313,53675.284146,17.712,0.018
314,53675.284979,19.303,0.012
315,53676.369584,18.509,0.01
316,53676.370417,18.057,0.008
317,53676.371251,20.082,0.068
318,53676.372084,17.669,0.017
319,53676.372917,-99.0,0.013
320,53677.302677,18.554,0.009
321,53677.30351,18.076,0.008
322,53677.304344,20.196,0.047
323,53677.305177,17.685,0.015
324,53677.30601,19.284,0.012
325,53679.341481,18.526,0.011
326,53679.342314,18.011,0.009
327,53679.343148,20.336,0.097
328,53679.343981,17.745,0.025
329,53679.344814,19.197,0.013
330,53680.289343,18.536,0.009
331,53680.290176,18.058,0.008
332,53680.29101,20.199,0.049
333,53680.291843,17.698,0.016
334,53680.292676,19.25,0.012
335,53681.332993,18.523,0.009
336,53681.333826,18.046,0.008
337,53681.33466,20.109,0.062
338,53681.335493,17.699,0.018
339,53681.336326,19.244,0.013
340,53685.292048,18.498,0.012
341,53685.292881,18.062,0.01
342,53685.293715,20.153,0.096
343,53685.294548,17.661,0.017
344,53685.295381,19.266,0.021
345,53686.288776,18.556,0.017
346,53686.289609,18.119,0.015
347,53686.290443,20.175,0.175
348,53686.291276,17.682,0.023
349,53686.292109,19.259,0.031
350,53693.291237,18.537,0.012
351,53693.29207,18.108,0.01
352,53693.292904,20.194,0.108
353,53693.293737,17.708,0.019
354,53693.29457,19.342,0.023
355,53697.290017,18.489,0.011
356,53697.29085,18.048,0.009
357,53697.291684,20.165,0.09
358,53697.292517,17.72,0.019
359,53697.29335,19.314,0.018
360,53698.288627,18.526,0.009
361,53698.28946,18.078,0.009
362,53698.290294,20.153,0.052
363,53698.291127,17.681,0.017
364,53698.29196,19.292,0.013
365,53700.288975,18.502,0.01
366,53700.289808,18.05,0.009
367,53700.290642,20.041,0.082
368,53700.291475,17.63,0.022
369,53700.292308,19.243,0.013
370,53704.274559,18.523,0.01
371,53704.275392,18.068,0.01
372,53704.276226,20.207,0.066
373,53704.277059,17.665,0.02
374,53704.277892,19.258,0.014
375,53705.275645,18.494,0.009
376,53705.276478,18.039,0.008
377,53705.277312,20.214,0.067
378,53705.278145,17.684,0.016
379,53705.278978,19.221,0.012
380,53975.360659,18.515,0.02
381,53975.361492,18.029,0.017
382,53975.362325,20.18,0.054
383,53975.363159,17.633,0.022
384,53975.363992,19.209,0.027
385,53989.370617,18.523,0.021
386,53989.371451,18.058,0.016
387,53989.372284,20.33,0.128
388,53989.373117,17.722,0.019
389,53989.373951,19.205,0.027
390,53990.373478,18.483,0.016
391,53990.374311,17.985,0.016
392,53990.375144,20.055,0.077
393,53990.375978,17.694,0.019
394,53990.376811,19.211,0.024
395,53994.383655,18.504,0.018
396,53994.384488,18.038,0.022
397,53994.385322,20.112,0.058
398,53994.386155,17.685,0.019
399,53994.386988,19.189,0.014
400,53995.385236,18.501,0.014
401,53995.38607,18.099,0.022
402,53995.386903,20.232,0.042
403,53995.387736,17.709,0.018
404,53995.38857,19.257,0.017
405,53996.367455,18.435,0.016
406,53996.368288,17.99,0.013
407,53996.369122,20.041,0.063
408,53996.369955,17.669,0.021
409,53996.370788,19.206,0.026
410,54000.346066,18.512,0.016
411,54000.346899,18.069,0.022
412,54000.347733,20.169,0.052
413,54000.348566,17.69,0.021
414,54000.349399,19.19,0.024
415,54006.292811,-99.0,0.129
416,54006.293644,-99.0,0.363
417,54006.294478,-99.0,99.999
418,54006.295311,-99.0,0.092
419,54006.296144,-99.0,0.032
420,54007.39619,18.515,0.023
421,54007.397023,18.042,0.013
422,54007.397856,20.11,0.054
423,54007.39869,17.674,0.025
424,54007.399523,19.206,0.028
425,54009.319978,18.523,0.01
426,54009.320812,18.065,0.017
427,54009.321645,20.044,0.043
428,54009.322478,17.698,0.021
429,54009.323312,19.161,0.024
430,54010.321485,18.497,0.013
431,54010.322318,18.043,0.015
432,54010.323152,20.157,0.049
433,54010.323985,17.664,0.02
434,54010.324818,19.207,0.018
435,54011.384438,18.479,0.017
436,54011.385271,18.052,0.012
437,54011.386105,20.084,0.039
438,54011.386938,17.66,0.018
439,54011.387771,19.184,0.032
440,54012.314383,18.511,0.016
441,54012.315216,18.04,0.017
442,54012.31605,20.18,0.103
443,54012.316883,17.699,0.019
444,54012.317716,19.238,0.021
445,54020.320325,18.492,0.011
446,54020.321158,18.022,0.013
447,54020.321992,20.024,0.069
448,54020.322825,17.645,0.019
449,54020.323658,19.262,0.018
450,54025.383463,-99.0,0.057
451,54025.384296,18.075,0.018
452,54025.38513,-99.0,0.059
453,54025.385963,17.704,0.024
454,54025.386796,19.234,0.019
455,54028.390236,18.509,0.017
456,54028.39107,17.978,0.033
457,54028.391903,20.163,0.094
458,54028.392736,17.618,0.031
459,54028.39357,19.21,0.035
460,54029.3138,18.521,0.01
461,54029.314633,18.043,0.014
462,54029.315466,20.096,0.042
463,54029.3163,17.711,0.021
464,54029.317133,19.207,0.017
465,54030.313873,18.481,0.014
466,54030.314706,18.008,0.017
467,54030.31554,20.095,0.046
468,54030.316373,17.64,0.019
469,54030.317206,19.156,0.02
470,54035.389706,18.472,0.022
471,54035.390539,18.038,0.017
472,54035.391373,20.218,0.107
473,54035.392206,17.655,0.033
474,54035.393039,19.181,0.022
475,54037.295144,18.485,0.017
476,54037.295978,18.027,0.014
477,54037.296811,20.14,0.05
478,54037.297644,17.651,0.02
479,54037.298478,19.154,0.024
480,54040.309621,18.476,0.013
481,54040.310454,18.026,0.013
482,54040.311288,20.143,0.079
483,54040.312121,17.636,0.017
484,54040.312954,19.164,0.028
485,54049.336047,18.492,0.018
486,54049.33688,18.043,0.015
487,54049.337714,19.979,0.108
488,54049.338547,17.74,0.022
489,54049.33938,19.231,0.031
490,54053.300376,18.459,0.02
491,54053.301209,17.995,0.018
492,54053.302042,19.966,0.051
493,54053.302876,17.645,0.02
494,54053.303709,19.166,0.015
495,54056.302055,18.438,0.027
496,54056.302888,18.111,0.02
497,54056.303722,20.118,0.068
498,54056.304555,17.581,0.026
499,54056.305388,-99.0,0.027
500,54059.296342,18.476,0.018
501,54059.297175,18.002,0.013
502,54059.298008,20.195,0.075
503,54059.298842,17.679,0.032
504,54059.299675,19.131,0.026
505,54061.307457,18.429,0.015
506,54061.30829,18.003,0.015
507,54061.309124,20.07,0.085
508,54061.309957,17.638,0.031
509,54061.31079,19.179,0.027
510,54062.301258,18.461,0.012
511,54062.302091,18.031,0.013
512,54062.302925,20.062,0.058
513,54062.303758,17.67,0.019
514,54062.304591,19.238,0.025
515,54068.2818,18.468,0.017
516,54068.282633,17.996,0.012
517,54068.283466,20.027,0.088
518,54068.2843,17.653,0.022
519,54068.285133,19.179,0.029
520,54348.381204,18.484,0.016
521,54348.382037,18.02,0.023
522,54348.38287,20.093,0.054
523,54348.383704,17.689,0.024
524,54348.384537,19.187,0.019
525,54357.339524,18.43,0.012
526,54357.340358,18.0,0.018
527,54357.341191,20.028,0.055
528,54357.342024,17.627,0.019
529,54357.342858,19.161,0.012
530,54358.337012,18.43,0.021
531,54358.337845,18.028,0.034
532,54358.338679,20.144,0.06
533,54358.339512,17.711,0.029
534,54358.340345,19.162,0.036
535,54359.331061,18.536,0.036
536,54359.331894,17.999,0.03
537,54359.332727,19.717,0.126
538,54359.333561,17.658,0.056
539,54359.334394,19.212,0.04
540,54365.370094,18.476,0.017
541,54365.370927,18.051,0.023
542,54365.37176,20.002,0.037
543,54365.372594,17.641,0.022
544,54365.373427,19.178,0.02
545,54376.384422,18.426,0.016
546,54376.385255,17.991,0.019
547,54376.386088,19.982,0.05
548,54376.386922,17.656,0.018
549,54376.387755,19.147,0.017
550,54381.389679,18.481,0.014
551,54381.390512,18.053,0.019
552,54381.391346,20.02,0.048
553,54381.392179,17.667,0.022
554,54381.393012,19.214,0.026
555,54382.369554,18.438,0.014
556,54382.370388,17.994,0.013
557,54382.371221,20.022,0.071
558,54382.372054,17.664,0.024
559,54382.372888,19.148,0.014
560,54384.396305,18.466,0.02
561,54384.397138,18.052,0.017
562,54384.397972,-99.0,0.046
563,54384.398805,17.659,0.023
564,54384.399638,19.195,0.028
565,54385.387362,18.459,0.015
566,54385.388196,17.971,0.01
567,54385.389029,19.986,0.053
568,54385.389862,17.653,0.018
569,54385.390696,19.146,0.019
570,54386.381958,18.477,0.015
571,54386.382791,18.055,0.016
572,54386.383624,20.17,0.056
573,54386.384458,17.648,0.016
574,54386.385291,19.187,0.02
575,54388.386231,18.478,0.016
576,54388.387065,18.036,0.012
577,54388.387898,19.995,0.049
578,54388.388731,17.657,0.019
579,54388.389565,19.198,0.023
580,54390.38027,18.437,0.015
581,54390.381103,99.992,99.999
582,54390.381936,20.106,0.07
583,54390.38277,17.663,0.024
584,54390.383603,19.13,0.023
585,54391.388674,18.417,0.013
586,54391.389508,17.962,0.027
587,54391.390341,20.221,0.12
588,54391.391174,17.674,0.033
589,54391.392008,19.153,0.017
590,54392.383808,18.425,0.03
591,54392.384641,18.02,0.02
592,54392.385475,20.111,0.062
593,54392.386308,17.637,0.024
594,54392.387141,19.204,0.018
595,54403.300012,18.444,0.028
596,54403.300845,18.004,0.021
597,54403.301679,20.043,0.178
598,54403.302512,17.774,0.059
599,54403.303345,19.03,0.058
600,54404.357615,18.489,0.011
601,54404.358448,18.039,0.014
602,54404.359282,-99.0,0.074
603,54404.360115,17.649,0.02
604,54404.360948,-99.0,0.03
605,54405.355535,18.479,0.014
606,54405.356369,18.014,0.013
607,54405.357202,20.197,0.076
608,54405.358035,17.694,0.022
609,54405.358869,19.246,0.026
610,54406.29386,18.504,0.021
611,54406.294694,18.024,0.014
612,54406.295527,20.033,0.043
613,54406.29636,17.658,0.016
614,54406.297194,19.203,0.025
615,54412.319637,18.454,0.025
616,54412.32047,18.055,0.033
617,54412.321304,20.113,0.064
618,54412.322137,17.662,0.022
619,54412.32297,19.214,0.026
