Unnamed: 0,mjd,mag,magerr
68,53351.129849,20.006,0.112
69,53351.130682,20.132,0.019
70,53352.176113,20.158,0.028
71,53352.176946,19.964,0.033
72,53352.17778,20.412,0.06
73,53352.178613,19.882,0.111
74,53352.179446,20.142,0.019
75,53622.384407,20.19,0.032
76,53622.38524,20.049,0.042
77,53622.386074,20.44,0.086
78,53622.386907,19.972,0.141
79,53622.38774,20.292,0.027
80,53634.333878,20.425,0.093
81,53634.334711,19.937,0.07
82,53634.335545,20.215,0.207
83,53634.336378,19.768,0.146
84,53634.337211,20.342,0.096
85,53638.375214,20.221,0.028
86,53638.376047,20.083,0.033
87,53638.376881,20.344,0.074
88,53638.377714,20.065,0.119
89,53638.378547,20.222,0.025
90,53640.339249,20.237,0.027
91,53640.340082,20.128,0.036
92,53640.340916,20.433,0.078
93,53640.341749,19.999,0.109
94,53640.342582,20.28,0.026
95,53646.400647,20.158,0.048
96,53646.40148,-99.0,0.053
97,53646.402314,-99.0,0.119
98,53646.403147,-99.0,0.157
99,53646.40398,-99.0,0.041
100,53655.311422,20.316,0.037
101,53655.312255,19.994,0.041
102,53655.313089,20.392,0.075
103,53655.313922,20.419,0.239
104,53655.314755,20.255,0.024
105,53664.336378,20.091,0.065
106,53664.337211,19.91,0.051
107,53664.338045,20.817,0.208
108,53664.338878,19.94,0.173
109,53664.339711,20.3,0.064
110,53669.295622,20.179,0.024
111,53669.296455,20.036,0.03
112,53669.297289,20.403,0.058
113,53669.298122,20.086,0.111
114,53669.298955,20.228,0.021
115,53671.380382,20.248,0.032
116,53671.381215,19.987,0.037
117,53671.382049,20.704,0.124
118,53671.382882,20.024,0.13
119,53671.383715,20.22,0.027
120,53674.279858,20.191,0.038
121,53674.280691,19.989,0.049
122,53674.281525,-99.0,0.081
123,53674.282358,20.054,0.181
124,53674.283191,20.192,0.026
125,53676.369325,20.209,0.028
126,53676.370158,20.017,0.03
127,53676.370992,-99.0,0.075
128,53676.371825,19.807,0.093
129,53676.372658,20.25,0.023
130,53679.341222,20.149,0.036
131,53679.342055,20.099,0.047
132,53679.342889,20.305,0.079
133,53679.343722,20.074,0.188
134,53679.344555,20.198,0.028
135,53681.332735,20.192,0.026
136,53681.333568,19.969,0.028
137,53681.334402,20.389,0.068
138,53681.335235,19.909,0.101
139,53681.336068,20.211,0.024
140,53685.29179,20.156,0.041
141,53685.292623,20.005,0.039
142,53685.293457,-99.0,0.098
143,53685.29429,19.848,0.099
144,53685.295123,20.184,0.042
145,53694.30567,20.122,0.068
146,53694.306503,-99.0,0.077
147,53694.307337,20.49,0.249
148,53694.30817,20.003,0.215
149,53694.309003,20.283,0.083
150,53697.289759,20.037,0.034
151,53697.290592,19.991,0.038
152,53697.291426,20.513,0.107
153,53697.292259,20.188,0.147
154,53697.293092,20.252,0.036
155,53700.288717,20.158,0.034
156,53700.28955,20.008,0.044
157,53700.290384,20.472,0.098
158,53700.291217,20.018,0.165
159,53700.29205,20.232,0.025
160,53705.275387,20.186,0.027
161,53705.27622,20.006,0.029
162,53705.277054,20.328,0.066
163,53705.277887,19.955,0.096
164,53705.27872,20.204,0.021
165,53975.360385,20.329,0.029
166,53975.361218,20.136,0.033
167,53975.362051,20.523,0.062
168,53975.362885,20.067,0.094
169,53975.363718,20.414,0.022
170,53990.373322,-99.0,0.054
171,53990.374155,20.203,0.045
172,53990.374988,20.722,0.131
173,53990.375822,20.103,0.104
174,53990.376655,20.416,0.041
175,53994.383395,20.524,0.032
176,53994.384228,20.156,0.048
177,53994.385062,20.704,0.081
178,53994.385895,20.115,0.135
179,53994.386728,20.462,0.03
180,53996.367133,20.406,0.031
181,53996.367966,20.154,0.038
182,53996.368799,20.652,0.074
183,53996.369633,20.13,0.132
184,53996.370466,20.444,0.025
185,54010.3213,20.439,0.028
186,54010.322133,20.215,0.028
187,54010.322967,20.673,0.056
188,54010.3238,20.06,0.075
189,54010.324633,20.548,0.025
190,54012.31407,20.478,0.044
191,54012.314903,20.271,0.044
192,54012.315736,20.689,0.146
193,54012.31657,20.251,0.137
194,54012.317403,20.504,0.051
195,54020.320167,20.331,0.042
196,54020.321,20.21,0.038
197,54020.321834,20.515,0.092
198,54020.322667,20.212,0.139
199,54020.3235,20.541,0.038
200,54024.401739,20.502,0.058
201,54024.402572,20.246,0.062
202,54024.403406,20.483,0.112
203,54024.404239,20.006,0.179
204,54024.405072,20.516,0.044
205,54028.389943,20.45,0.042
206,54028.390776,20.163,0.045
207,54028.391609,20.825,0.142
208,54028.392443,20.099,0.176
209,54028.393276,-99.0,0.036
210,54030.313612,20.469,0.026
211,54030.314445,20.208,0.03
212,54030.315279,20.592,0.056
213,54030.316112,20.096,0.088
214,54030.316945,20.509,0.024
215,54035.389383,20.494,0.063
216,54035.390216,20.113,0.056
217,54035.39105,20.62,0.134
218,54035.391883,20.124,0.251
219,54035.392716,20.474,0.038
220,54037.294908,20.441,0.023
221,54037.295741,20.385,0.049
222,54037.296575,-99.0,0.057
223,54037.297408,20.062,0.086
224,54037.298241,20.482,0.023
225,54040.30936,20.448,0.044
226,54040.310193,20.12,0.039
227,54040.311026,20.443,0.094
228,54040.31186,20.392,0.15
229,54040.312693,20.444,0.044
230,54049.335786,20.403,0.051
231,54049.336619,20.13,0.045
232,54049.337453,20.384,0.141
233,54049.338286,19.993,0.144
234,54049.339119,20.407,0.055
235,54053.300142,20.396,0.03
236,54053.300975,20.096,0.034
237,54053.301808,20.577,0.069
238,54053.302642,19.999,0.114
239,54053.303475,20.438,0.028
240,54056.301802,20.427,0.042
241,54056.302636,20.126,0.047
242,54056.303469,20.435,0.08
243,54056.304302,20.098,0.136
244,54056.305136,20.43,0.029
245,54059.296104,20.473,0.043
246,54059.296938,20.111,0.042
247,54059.297771,20.511,0.087
248,54059.298604,20.158,0.156
249,54059.299438,20.412,0.045
250,54061.307173,20.442,0.045
251,54061.308007,20.086,0.047
252,54061.30884,20.478,0.107
253,54061.309673,19.974,0.158
254,54061.310507,20.396,0.054
255,54062.30097,20.431,0.031
256,54062.301804,20.14,0.034
257,54062.302637,20.635,0.076
258,54062.30347,19.939,0.106
259,54062.304304,20.455,0.031
260,54068.281547,20.494,0.054
261,54068.28238,20.109,0.048
262,54068.283214,20.607,0.131
263,54068.284047,19.958,0.12
264,54068.28488,20.438,0.05
265,54357.33928,20.326,0.028
266,54357.340113,20.094,0.029
267,54357.340947,20.58,0.06
268,54357.34178,20.316,0.101
269,54357.342613,20.362,0.025
270,54359.370991,20.378,0.04
271,54359.371825,20.12,0.055
272,54359.372658,20.53,0.106
273,54359.373491,19.917,0.135
274,54359.374325,20.42,0.032
275,54362.38908,20.38,0.026
276,54362.389913,20.111,0.034
277,54362.390746,20.538,0.058
278,54362.39158,20.118,0.099
279,54362.392413,20.378,0.025
280,54376.384167,20.349,0.026
281,54376.385,20.177,0.039
282,54376.385833,20.357,0.061
283,54376.386667,19.953,0.091
284,54376.3875,20.39,0.027
285,54382.369292,20.364,0.043
286,54382.370125,20.033,0.047
287,54382.370959,20.546,0.091
288,54382.371792,20.138,0.186
289,54382.372625,20.403,0.033
290,54385.387207,20.318,0.023
291,54385.38804,20.079,0.028
292,54385.388873,20.482,0.067
293,54385.389707,20.027,0.096
294,54385.39054,20.366,0.026
295,54390.380008,20.326,0.039
296,54390.380842,20.03,0.047
297,54390.381675,-99.0,0.085
298,54390.382508,19.805,0.13
299,54390.383342,20.317,0.026
300,54391.388415,20.251,0.051
301,54391.389248,20.061,0.058
302,54391.390082,20.504,0.127
303,54391.390915,20.345,0.296
304,54391.391748,20.306,0.032
305,54402.380865,-99.0,0.059
306,54402.381698,20.166,0.053
307,54402.382532,20.888,0.296
308,54402.383365,19.893,0.13
309,54402.384198,20.493,0.078
